"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1081","TC-REG-004 - invalid email without ""@"" shows validation error","firefox","Sun Nov 23 16:05:43 UTC 2025","passed","Sun Nov 23 16:05:44 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","5257","TC-REG-002 - empty submission shows validation errors","Mobile Chrome","Sun Nov 23 16:23:23 UTC 2025","failed","Sun Nov 23 16:23:29 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1019","TC-REG-011 - password missing special character shows validation error","chromium","Sun Nov 23 16:04:11 UTC 2025","passed","Sun Nov 23 16:04:12 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1089","TC-REG-003 - missing email shows validation error","firefox","Sun Nov 23 16:05:42 UTC 2025","passed","Sun Nov 23 16:05:43 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","6730","TC-REG-005 - invalid email without domain shows validation error","webkit","Sun Nov 23 16:08:14 UTC 2025","failed","Sun Nov 23 16:08:21 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","2795","TC-LOG-003 - login with invalid password shows error","chromium","Sun Nov 23 16:03:23 UTC 2025","passed","Sun Nov 23 16:03:26 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","582","TC-LOG-008 - verify Sign in with Google button is present","chromium","Sun Nov 23 16:03:33 UTC 2025","passed","Sun Nov 23 16:03:34 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1401","TC-REG-008 - password missing uppercase shows validation error","firefox","Sun Nov 23 16:06:16 UTC 2025","passed","Sun Nov 23 16:06:17 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","3426","TC-REG-012 - using an existing email shows validation error","Mobile Safari","Sun Nov 23 16:28:34 UTC 2025","passed","Sun Nov 23 16:28:37 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","2599","TC-REG-001 - successful registration with all valid data","chromium","Sun Nov 23 16:03:36 UTC 2025","passed","Sun Nov 23 16:03:38 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1372","TC-LOG-005 - login with empty fields shows validation errors","webkit","Sun Nov 23 16:07:42 UTC 2025","passed","Sun Nov 23 16:07:44 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","30022","TC-LOG-009 - navigate to Forgot Password page","Mobile Chrome","Sun Nov 23 16:20:49 UTC 2025","broken","Sun Nov 23 16:21:19 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","990","TC-REG-004 - invalid email without ""@"" shows validation error","chromium","Sun Nov 23 16:03:41 UTC 2025","passed","Sun Nov 23 16:03:42 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","503","Scenario B: Filter products by price range","Mobile Safari","Sun Nov 23 16:26:38 UTC 2025","passed","Sun Nov 23 16:26:39 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","1193","TC-LOG-006 - login with invalid email format shows validation error","firefox","Sun Nov 23 16:05:32 UTC 2025","passed","Sun Nov 23 16:05:33 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","30025","TC-LOG-004 - login with non-registered email shows error","Mobile Chrome","Sun Nov 23 16:14:21 UTC 2025","broken","Sun Nov 23 16:14:51 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1454","TC-LOG-006 - login with invalid email format shows validation error","webkit","Sun Nov 23 16:07:44 UTC 2025","passed","Sun Nov 23 16:07:45 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","505","Scenario B: Filter products by price range","firefox","Sun Nov 23 16:04:18 UTC 2025","passed","Sun Nov 23 16:04:18 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","30024","TC-LOG-007 - toggle password visibility with eye icon","Mobile Chrome","Sun Nov 23 16:18:58 UTC 2025","broken","Sun Nov 23 16:19:28 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","6665","TC-REG-005 - invalid email without domain shows validation error","Mobile Safari","Sun Nov 23 16:28:16 UTC 2025","failed","Sun Nov 23 16:28:23 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1270","TC-REG-010 - password missing number shows validation error","Mobile Safari","Sun Nov 23 16:28:31 UTC 2025","passed","Sun Nov 23 16:28:33 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","2725","TC-LOG-004 - login with non-registered email shows error","firefox","Sun Nov 23 16:05:29 UTC 2025","passed","Sun Nov 23 16:05:31 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1450","TC-LOG-010 - navigate to Registration page","webkit","Sun Nov 23 16:07:49 UTC 2025","passed","Sun Nov 23 16:07:50 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","30022","TC-LOG-010 - navigate to Registration page","Mobile Chrome","Sun Nov 23 16:22:21 UTC 2025","broken","Sun Nov 23 16:22:51 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1289","TC-REG-008 - password missing uppercase shows validation error","chromium","Sun Nov 23 16:04:07 UTC 2025","passed","Sun Nov 23 16:04:09 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","30028","TC-LOG-001 - successful login with valid credentials","Mobile Chrome","Sun Nov 23 16:09:44 UTC 2025","broken","Sun Nov 23 16:10:14 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1328","TC-LOG-005 - login with empty fields shows validation errors","Mobile Safari","Sun Nov 23 16:27:45 UTC 2025","passed","Sun Nov 23 16:27:47 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","511","Scenario B: Filter products by price range","Mobile Chrome","Sun Nov 23 16:08:40 UTC 2025","passed","Sun Nov 23 16:08:41 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","5252","TC-REG-009 - password missing lowercase shows validation error","Mobile Chrome","Sun Nov 23 16:25:34 UTC 2025","failed","Sun Nov 23 16:25:39 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1649","TC-REG-008 - password missing uppercase shows validation error","webkit","Sun Nov 23 16:08:27 UTC 2025","passed","Sun Nov 23 16:08:29 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1465","TC-REG-010 - password missing number shows validation error","firefox","Sun Nov 23 16:06:18 UTC 2025","passed","Sun Nov 23 16:06:19 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","30026","TC-LOG-002 - login with email case insensitivity","Mobile Chrome","Sun Nov 23 16:11:16 UTC 2025","broken","Sun Nov 23 16:11:46 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","834","TC-LOG-005 - login with empty fields shows validation errors","firefox","Sun Nov 23 16:05:31 UTC 2025","passed","Sun Nov 23 16:05:32 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","501","Scenario B: Filter products by price range","webkit","Sun Nov 23 16:06:28 UTC 2025","passed","Sun Nov 23 16:06:29 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","1719","TC-REG-003 - missing email shows validation error","webkit","Sun Nov 23 16:07:55 UTC 2025","passed","Sun Nov 23 16:07:57 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","5221","TC-REG-003 - missing email shows validation error","Mobile Chrome","Sun Nov 23 16:23:42 UTC 2025","failed","Sun Nov 23 16:23:47 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1083","TC-LOG-009 - navigate to Forgot Password page","webkit","Sun Nov 23 16:07:48 UTC 2025","passed","Sun Nov 23 16:07:49 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","941","TC-LOG-007 - toggle password visibility with eye icon","chromium","Sun Nov 23 16:03:32 UTC 2025","passed","Sun Nov 23 16:03:33 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1425","TC-REG-011 - password missing special character shows validation error","firefox","Sun Nov 23 16:06:20 UTC 2025","passed","Sun Nov 23 16:06:21 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","8323","TC-LOG-001 - successful login with valid credentials","Mobile Safari","Sun Nov 23 16:27:00 UTC 2025","failed","Sun Nov 23 16:27:08 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","5238","TC-REG-004 - invalid email without ""@"" shows validation error","Mobile Chrome","Sun Nov 23 16:24:01 UTC 2025","failed","Sun Nov 23 16:24:06 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","472","Scenario A: Sort products by price descending","webkit","Sun Nov 23 16:06:28 UTC 2025","passed","Sun Nov 23 16:06:28 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","1063","TC-REG-009 - password missing lowercase shows validation error","firefox","Sun Nov 23 16:06:17 UTC 2025","passed","Sun Nov 23 16:06:18 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1048","TC-REG-006 - password too short shows validation error","chromium","Sun Nov 23 16:04:03 UTC 2025","passed","Sun Nov 23 16:04:04 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1632","TC-REG-006 - password too short shows validation error","Mobile Safari","Sun Nov 23 16:28:24 UTC 2025","passed","Sun Nov 23 16:28:25 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1285","TC-REG-011 - password missing special character shows validation error","Mobile Safari","Sun Nov 23 16:28:33 UTC 2025","passed","Sun Nov 23 16:28:34 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","2065","TC-REG-006 - password too short shows validation error","firefox","Sun Nov 23 16:06:10 UTC 2025","passed","Sun Nov 23 16:06:12 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1188","TC-LOG-009 - navigate to Forgot Password page","firefox","Sun Nov 23 16:05:35 UTC 2025","passed","Sun Nov 23 16:05:36 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1264","TC-API-002: User Login - POST /users/login","Mobile Safari","Sun Nov 23 16:26:37 UTC 2025","passed","Sun Nov 23 16:26:38 UTC 2025","API Tests","api.spec.ts","",""
"","1357","TC-REG-002 - empty submission shows validation errors","Mobile Safari","Sun Nov 23 16:27:56 UTC 2025","passed","Sun Nov 23 16:27:58 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","7271","TC-REG-005 - invalid email without domain shows validation error","firefox","Sun Nov 23 16:06:01 UTC 2025","failed","Sun Nov 23 16:06:08 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","3471","TC-LOG-004 - login with non-registered email shows error","chromium","Sun Nov 23 16:03:26 UTC 2025","passed","Sun Nov 23 16:03:30 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","2583","TC-REG-012 - using an existing email shows validation error","chromium","Sun Nov 23 16:04:12 UTC 2025","passed","Sun Nov 23 16:04:14 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1389","TC-REG-010 - password missing number shows validation error","webkit","Sun Nov 23 16:08:30 UTC 2025","passed","Sun Nov 23 16:08:32 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","483","Scenario A: Sort products by price descending","Mobile Safari","Sun Nov 23 16:26:38 UTC 2025","passed","Sun Nov 23 16:26:38 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","5247","TC-REG-012 - using an existing email shows validation error","Mobile Chrome","Sun Nov 23 16:26:30 UTC 2025","failed","Sun Nov 23 16:26:35 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","5236","TC-REG-011 - password missing special character shows validation error","Mobile Chrome","Sun Nov 23 16:26:11 UTC 2025","failed","Sun Nov 23 16:26:16 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1211","TC-API-002: User Login - POST /users/login","Mobile Chrome","Sun Nov 23 16:08:38 UTC 2025","passed","Sun Nov 23 16:08:40 UTC 2025","API Tests","api.spec.ts","",""
"","2940","TC-REG-007 - successful registration with minimum valid password length","firefox","Sun Nov 23 16:06:13 UTC 2025","passed","Sun Nov 23 16:06:16 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1111","TC-LOG-010 - navigate to Registration page","Mobile Safari","Sun Nov 23 16:27:51 UTC 2025","passed","Sun Nov 23 16:27:53 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1465","TC-REG-002 - empty submission shows validation errors","webkit","Sun Nov 23 16:07:54 UTC 2025","passed","Sun Nov 23 16:07:55 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1264","TC-API-002: User Login - POST /users/login","webkit","Sun Nov 23 16:06:26 UTC 2025","passed","Sun Nov 23 16:06:28 UTC 2025","API Tests","api.spec.ts","",""
"","1349","TC-REG-009 - password missing lowercase shows validation error","webkit","Sun Nov 23 16:08:29 UTC 2025","passed","Sun Nov 23 16:08:30 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1305","TC-LOG-009 - navigate to Forgot Password page","chromium","Sun Nov 23 16:03:34 UTC 2025","passed","Sun Nov 23 16:03:35 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","3240","TC-LOG-004 - login with non-registered email shows error","Mobile Safari","Sun Nov 23 16:27:42 UTC 2025","passed","Sun Nov 23 16:27:45 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1650","TC-REG-004 - invalid email without ""@"" shows validation error","webkit","Sun Nov 23 16:07:57 UTC 2025","passed","Sun Nov 23 16:07:59 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","623","TC-LOG-010 - navigate to Registration page","chromium","Sun Nov 23 16:03:35 UTC 2025","passed","Sun Nov 23 16:03:36 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1549","TC-API-004: Shopping Cart Flow - POST /carts and POST /carts/{id}","Mobile Safari","Sun Nov 23 16:26:39 UTC 2025","passed","Sun Nov 23 16:26:41 UTC 2025","API Tests","api.spec.ts","",""
"","5251","TC-REG-007 - successful registration with minimum valid password length","Mobile Chrome","Sun Nov 23 16:24:56 UTC 2025","failed","Sun Nov 23 16:25:02 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","782","TC-API-001: User Registration - POST /users/register","webkit","Sun Nov 23 16:06:25 UTC 2025","passed","Sun Nov 23 16:06:26 UTC 2025","API Tests","api.spec.ts","",""
"","3505","TC-REG-001 - successful registration with all valid data","Mobile Safari","Sun Nov 23 16:27:53 UTC 2025","passed","Sun Nov 23 16:27:56 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1055","TC-LOG-009 - navigate to Forgot Password page","Mobile Safari","Sun Nov 23 16:27:50 UTC 2025","passed","Sun Nov 23 16:27:51 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1492","TC-LOG-007 - toggle password visibility with eye icon","webkit","Sun Nov 23 16:07:45 UTC 2025","passed","Sun Nov 23 16:07:47 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1385","TC-LOG-006 - login with invalid email format shows validation error","Mobile Safari","Sun Nov 23 16:27:47 UTC 2025","passed","Sun Nov 23 16:27:48 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1456","TC-API-004: Shopping Cart Flow - POST /carts and POST /carts/{id}","Mobile Chrome","Sun Nov 23 16:08:41 UTC 2025","passed","Sun Nov 23 16:08:42 UTC 2025","API Tests","api.spec.ts","",""
"","30023","TC-LOG-005 - login with empty fields shows validation errors","Mobile Chrome","Sun Nov 23 16:15:54 UTC 2025","broken","Sun Nov 23 16:16:24 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","3379","TC-LOG-003 - login with invalid password shows error","webkit","Sun Nov 23 16:07:35 UTC 2025","passed","Sun Nov 23 16:07:39 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","8569","TC-LOG-001 - successful login with valid credentials","chromium","Sun Nov 23 16:02:47 UTC 2025","failed","Sun Nov 23 16:02:55 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1284","TC-REG-004 - invalid email without ""@"" shows validation error","Mobile Safari","Sun Nov 23 16:27:59 UTC 2025","passed","Sun Nov 23 16:28:00 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","781","TC-LOG-008 - verify Sign in with Google button is present","firefox","Sun Nov 23 16:05:34 UTC 2025","passed","Sun Nov 23 16:05:35 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","5236","TC-REG-005 - invalid email without domain shows validation error","Mobile Chrome","Sun Nov 23 16:24:19 UTC 2025","failed","Sun Nov 23 16:24:24 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","488","Scenario A: Sort products by price descending","firefox","Sun Nov 23 16:04:17 UTC 2025","passed","Sun Nov 23 16:04:18 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","30029","TC-LOG-003 - login with invalid password shows error","Mobile Chrome","Sun Nov 23 16:12:49 UTC 2025","broken","Sun Nov 23 16:13:19 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","6351","TC-REG-005 - invalid email without domain shows validation error","chromium","Sun Nov 23 16:03:56 UTC 2025","failed","Sun Nov 23 16:04:02 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","903","TC-LOG-007 - toggle password visibility with eye icon","firefox","Sun Nov 23 16:05:33 UTC 2025","passed","Sun Nov 23 16:05:34 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","2948","TC-REG-001 - successful registration with all valid data","firefox","Sun Nov 23 16:05:37 UTC 2025","passed","Sun Nov 23 16:05:40 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1410","TC-REG-002 - empty submission shows validation errors","chromium","Sun Nov 23 16:03:38 UTC 2025","passed","Sun Nov 23 16:03:40 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1201","TC-REG-002 - empty submission shows validation errors","firefox","Sun Nov 23 16:05:40 UTC 2025","passed","Sun Nov 23 16:05:42 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1381","TC-API-002: User Login - POST /users/login","chromium","Sun Nov 23 16:02:22 UTC 2025","passed","Sun Nov 23 16:02:24 UTC 2025","API Tests","api.spec.ts","",""
"","8306","TC-LOG-002 - login with email case insensitivity","Mobile Safari","Sun Nov 23 16:27:29 UTC 2025","failed","Sun Nov 23 16:27:38 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","3161","TC-REG-012 - using an existing email shows validation error","firefox","Sun Nov 23 16:06:21 UTC 2025","passed","Sun Nov 23 16:06:24 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","8368","TC-LOG-002 - login with email case insensitivity","webkit","Sun Nov 23 16:07:26 UTC 2025","failed","Sun Nov 23 16:07:35 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","714","TC-API-001: User Registration - POST /users/register","Mobile Chrome","Sun Nov 23 16:08:38 UTC 2025","passed","Sun Nov 23 16:08:38 UTC 2025","API Tests","api.spec.ts","",""
"","1309","TC-REG-003 - missing email shows validation error","Mobile Safari","Sun Nov 23 16:27:58 UTC 2025","passed","Sun Nov 23 16:27:59 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","5244","TC-REG-006 - password too short shows validation error","Mobile Chrome","Sun Nov 23 16:24:38 UTC 2025","failed","Sun Nov 23 16:24:43 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","3235","TC-REG-001 - successful registration with all valid data","webkit","Sun Nov 23 16:07:50 UTC 2025","passed","Sun Nov 23 16:07:54 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1036","TC-REG-010 - password missing number shows validation error","chromium","Sun Nov 23 16:04:09 UTC 2025","passed","Sun Nov 23 16:04:11 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","5261","TC-REG-008 - password missing uppercase shows validation error","Mobile Chrome","Sun Nov 23 16:25:15 UTC 2025","failed","Sun Nov 23 16:25:20 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","8777","TC-LOG-002 - login with email case insensitivity","firefox","Sun Nov 23 16:05:14 UTC 2025","failed","Sun Nov 23 16:05:23 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","3567","TC-REG-007 - successful registration with minimum valid password length","webkit","Sun Nov 23 16:08:24 UTC 2025","passed","Sun Nov 23 16:08:27 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","5227","TC-REG-001 - successful registration with all valid data","Mobile Chrome","Sun Nov 23 16:23:05 UTC 2025","failed","Sun Nov 23 16:23:10 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","717","TC-API-001: User Registration - POST /users/register","Mobile Safari","Sun Nov 23 16:26:36 UTC 2025","passed","Sun Nov 23 16:26:37 UTC 2025","API Tests","api.spec.ts","",""
"","838","TC-API-001: User Registration - POST /users/register","chromium","Sun Nov 23 16:02:21 UTC 2025","passed","Sun Nov 23 16:02:22 UTC 2025","API Tests","api.spec.ts","",""
"","30030","TC-LOG-006 - login with invalid email format shows validation error","Mobile Chrome","Sun Nov 23 16:17:26 UTC 2025","broken","Sun Nov 23 16:17:56 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","522","Scenario B: Filter products by price range","chromium","Sun Nov 23 16:02:24 UTC 2025","passed","Sun Nov 23 16:02:25 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","1363","TC-REG-011 - password missing special character shows validation error","webkit","Sun Nov 23 16:08:32 UTC 2025","passed","Sun Nov 23 16:08:33 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","550","Scenario A: Sort products by price descending","chromium","Sun Nov 23 16:02:24 UTC 2025","passed","Sun Nov 23 16:02:24 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","5239","TC-REG-010 - password missing number shows validation error","Mobile Chrome","Sun Nov 23 16:25:52 UTC 2025","failed","Sun Nov 23 16:25:58 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1274","TC-REG-008 - password missing uppercase shows validation error","Mobile Safari","Sun Nov 23 16:28:29 UTC 2025","passed","Sun Nov 23 16:28:30 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1531","TC-API-004: Shopping Cart Flow - POST /carts and POST /carts/{id}","firefox","Sun Nov 23 16:04:18 UTC 2025","passed","Sun Nov 23 16:04:20 UTC 2025","API Tests","api.spec.ts","",""
"","1314","TC-REG-009 - password missing lowercase shows validation error","Mobile Safari","Sun Nov 23 16:28:30 UTC 2025","passed","Sun Nov 23 16:28:31 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","3241","TC-REG-007 - successful registration with minimum valid password length","Mobile Safari","Sun Nov 23 16:28:25 UTC 2025","passed","Sun Nov 23 16:28:29 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","958","TC-LOG-008 - verify Sign in with Google button is present","webkit","Sun Nov 23 16:07:47 UTC 2025","passed","Sun Nov 23 16:07:48 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1478","TC-API-004: Shopping Cart Flow - POST /carts and POST /carts/{id}","webkit","Sun Nov 23 16:06:29 UTC 2025","passed","Sun Nov 23 16:06:30 UTC 2025","API Tests","api.spec.ts","",""
"","713","TC-REG-009 - password missing lowercase shows validation error","chromium","Sun Nov 23 16:04:09 UTC 2025","passed","Sun Nov 23 16:04:09 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","754","TC-API-001: User Registration - POST /users/register","firefox","Sun Nov 23 16:04:15 UTC 2025","passed","Sun Nov 23 16:04:16 UTC 2025","API Tests","api.spec.ts","",""
"","3271","TC-LOG-003 - login with invalid password shows error","Mobile Safari","Sun Nov 23 16:27:39 UTC 2025","passed","Sun Nov 23 16:27:42 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","954","TC-LOG-008 - verify Sign in with Google button is present","Mobile Safari","Sun Nov 23 16:27:49 UTC 2025","passed","Sun Nov 23 16:27:50 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1459","TC-LOG-007 - toggle password visibility with eye icon","Mobile Safari","Sun Nov 23 16:27:48 UTC 2025","passed","Sun Nov 23 16:27:49 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
